Datetime,Close,High,Low,Open,Volume
,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
2023-04-30 23:00:00+00:00,1.101078987121582,1.1016855239868164,1.100473165512085,1.1015641689300537,0
2023-05-01 03:00:00+00:00,1.0999890565872192,1.1016855239868164,1.0998680591583252,1.1009578704833984,0
2023-05-01 07:00:00+00:00,1.1012003421783447,1.1012003421783447,1.0992635488510132,1.1002310514450073,0
2023-05-01 11:00:00+00:00,1.0984183549880981,1.1038745641708374,1.0981770753860474,1.1012003421783447,0
2023-05-01 15:00:00+00:00,1.0972130298614502,1.0984183549880981,1.0967316627502441,1.0982975959777832,0
2023-05-01 19:00:00+00:00,1.0976948738098145,1.098056435585022,1.0969723463058472,1.0972130298614502,0
2023-05-01 23:00:00+00:00,1.0992635488510132,1.0997470617294312,1.0970927476882935,1.0976948738098145,0
2023-05-02 03:00:00+00:00,1.0993843078613281,1.0997470617294312,1.0982975959777832,1.0991426706314087,0
2023-05-02 07:00:00+00:00,1.0960105657577515,1.1008366346359253,1.0952903032302856,1.0995051860809326,0
2023-05-02 11:00:00+00:00,1.0981770753860474,1.0993843078613281,1.0946906805038452,1.0961307287216187,0
2023-05-02 15:00:00+00:00,1.1003520488739014,1.100594401359558,1.0981770753860474,1.0981770753860474,0
2023-05-02 19:00:00+00:00,1.1009578704833984,1.101078987121582,1.0998680591583252,1.100473165512085,0
2023-05-02 23:00:00+00:00,1.1029006242752075,1.1029006242752075,1.1008366346359253,1.1009578704833984,0
2023-05-03 03:00:00+00:00,1.1033873558044434,1.1033873558044434,1.1018069982528687,1.1029006242752075,0
2023-05-03 07:00:00+00:00,1.1035091876983643,1.1049723625183105,1.1030223369598389,1.1036310195922852,0
2023-05-03 11:00:00+00:00,1.1055831909179688,1.1060723066329956,1.1033873558044434,1.1036310195922852,0
2023-05-03 15:00:00+00:00,1.106439471244812,1.109139323234558,1.1046061515808105,1.1054610013961792,0
2023-05-03 19:00:00+00:00,1.1071745157241821,1.1081559658050537,1.1044842004776,1.1058276891708374,0
2023-05-03 23:00:00+00:00,1.1087703704833984,1.109139323234558,1.1068068742752075,1.107051968574524,0
2023-05-04 03:00:00+00:00,1.1079105138778687,1.1095085144042969,1.1077877283096313,1.1087703704833984,0
2023-05-04 07:00:00+00:00,1.106439471244812,1.108033299446106,1.1041183471679688,1.108033299446106,0
2023-05-04 11:00:00+00:00,1.1003520488739014,1.1085245609283447,1.0991426706314087,1.1065618991851807,0
2023-05-04 15:00:00+00:00,1.1019283533096313,1.1035091876983643,1.0999890565872192,1.100594401359558,0
2023-05-04 19:00:00+00:00,1.1024142503738403,1.1024142503738403,1.1013215780258179,1.1019283533096313,0
2023-05-04 23:00:00+00:00,1.1035091876983643,1.1041183471679688,1.102292776107788,1.1025358438491821,0
2023-05-05 03:00:00+00:00,1.1049723625183105,1.1049723625183105,1.1035091876983643,1.1036310195922852,0
2023-05-05 07:00:00+00:00,1.1029006242752075,1.1050944328308105,1.102657437324524,1.1050944328308105,0
2023-05-05 11:00:00+00:00,1.101078987121582,1.1030223369598389,1.0974539518356323,1.102657437324524,0
2023-05-05 15:00:00+00:00,1.1030223369598389,1.1038745641708374,1.1009578704833984,1.1009578704833984,0
2023-05-05 19:00:00+00:00,1.102292776107788,1.1030223369598389,1.1020498275756836,1.1029006242752075,0
2023-05-07 23:00:00+00:00,1.1035091876983643,1.1039965152740479,1.1018069982528687,1.1019283533096313,0
2023-05-08 03:00:00+00:00,1.1052166223526,1.1053388118743896,1.1035091876983643,1.1035091876983643,0
2023-05-08 07:00:00+00:00,1.1050944328308105,1.1055831909179688,1.1027790307998657,1.1050944328308105,0
2023-05-08 11:00:00+00:00,1.1016855239868164,1.1053388118743896,1.1016855239868164,1.1050944328308105,0
2023-05-08 15:00:00+00:00,1.1009578704833984,1.1031439304351807,1.1008366346359253,1.1016855239868164,0
2023-05-08 19:00:00+00:00,1.100473165512085,1.101078987121582,1.1002310514450073,1.1009578704833984,0
2023-05-08 23:00:00+00:00,1.0993843078613281,1.100594401359558,1.0989010334014893,1.100473165512085,0
2023-05-09 03:00:00+00:00,1.0997470617294312,1.100594401359558,1.0987803936004639,1.0992635488510132,0
2023-05-09 07:00:00+00:00,1.0984183549880981,1.1002310514450073,1.0976948738098145,1.0999890565872192,0
2023-05-09 11:00:00+00:00,1.0960105657577515,1.0987803936004639,1.0944511890411377,1.098538875579834,0
2023-05-09 15:00:00+00:00,1.0969723463058472,1.0976948738098145,1.0952903032302856,1.0958904027938843,0
2023-05-09 19:00:00+00:00,1.0967316627502441,1.0974539518356323,1.0961307287216187,1.0970927476882935,0
2023-05-09 23:00:00+00:00,1.0976948738098145,1.0979359149932861,1.0967316627502441,1.0970927476882935,0
2023-05-10 03:00:00+00:00,1.0972130298614502,1.0982975959777832,1.096611499786377,1.0978153944015503,0
2023-05-10 07:00:00+00:00,1.0957703590393066,1.098538875579834,1.09505033493042,1.0972130298614502,0
2023-05-10 11:00:00+00:00,1.0974539518356323,1.1008366346359253,1.0944511890411377,1.0957703590393066,0
2023-05-10 15:00:00+00:00,1.0982975959777832,1.098538875579834,1.0964912176132202,1.0975743532180786,0
2023-05-10 19:00:00+00:00,1.0989010334014893,1.0992635488510132,1.0979359149932861,1.0979359149932861,0
2023-05-10 23:00:00+00:00,1.0984183549880981,1.1001100540161133,1.0979359149932861,1.0990219116210938,0
2023-05-11 03:00:00+00:00,1.0934937000274658,1.098659634590149,1.0933741331100464,1.0982975959777832,0
2023-05-11 07:00:00+00:00,1.0926573276519775,1.0943313837051392,1.0921800136566162,1.0934937000274658,0
2023-05-11 11:00:00+00:00,1.0920606851577759,1.09505033493042,1.0903936624526978,1.0930156707763672,0
2023-05-11 15:00:00+00:00,1.0920606851577759,1.0932546854019165,1.0913456678390503,1.0920606851577759,0
2023-05-11 19:00:00+00:00,1.0920606851577759,1.0926573276519775,1.0914647579193115,1.0920606851577759,0
2023-05-11 23:00:00+00:00,1.0921800136566162,1.0930156707763672,1.0914647579193115,1.0921800136566162,0
2023-05-12 03:00:00+00:00,1.093135118484497,1.0938525199890137,1.0918222665786743,1.0921800136566162,0
2023-05-12 07:00:00+00:00,1.090869426727295,1.0938525199890137,1.0903936624526978,1.093135118484497,0
2023-05-12 11:00:00+00:00,1.0866022109985352,1.0909883975982666,1.0864840745925903,1.090869426727295,0
2023-05-12 15:00:00+00:00,1.0855406522750854,1.08672034740448,1.0851871967315674,1.0864840745925903,0
2023-05-12 19:00:00+00:00,1.0851871967315674,1.086130142211914,1.0851871967315674,1.085894227027893,0
2023-05-14 23:00:00+00:00,1.0857763290405273,1.08672034740448,1.0850694179534912,1.0853049755096436,0
2023-05-15 03:00:00+00:00,1.087311029434204,1.0875475406646729,1.085894227027893,1.085894227027893,0
2023-05-15 07:00:00+00:00,1.088139295578003,1.0884946584701538,1.085894227027893,1.087311029434204,0
2023-05-15 11:00:00+00:00,1.0868383646011353,1.0893245935440063,1.0868383646011353,1.088139295578003,0
2023-05-15 15:00:00+00:00,1.0877841711044312,1.0884946584701538,1.0868383646011353,1.0868383646011353,0
2023-05-15 19:00:00+00:00,1.088139295578003,1.0883761644363403,1.0875475406646729,1.0877841711044312,0
2023-05-15 23:00:00+00:00,1.0886130332946777,1.0888501405715942,1.0871928930282593,1.0877841711044312,0
2023-05-16 03:00:00+00:00,1.087902545928955,1.0890873670578003,1.0866022109985352,1.0886130332946777,0
2023-05-16 07:00:00+00:00,1.0897995233535767,1.0907504558563232,1.087902545928955,1.088020920753479,0
2023-05-16 11:00:00+00:00,1.08695650100708,1.0900371074676514,1.0863661766052246,1.089680790901184,0
2023-05-16 15:00:00+00:00,1.087074637413025,1.0876659154891968,1.085894227027893,1.08695650100708,0
2023-05-16 19:00:00+00:00,1.0866022109985352,1.0874292850494385,1.086130142211914,1.087074637413025,0
2023-05-16 23:00:00+00:00,1.087311029434204,1.087902545928955,1.0864840745925903,1.0866022109985352,0
2023-05-17 03:00:00+00:00,1.0860122442245483,1.0875475406646729,1.0853049755096436,1.0871928930282593,0
2023-05-17 07:00:00+00:00,1.0834236145019531,1.0866022109985352,1.08236825466156,1.0860122442245483,0
2023-05-17 11:00:00+00:00,1.08236825466156,1.0847163200378418,1.0814317464828491,1.0834236145019531,0
2023-05-17 15:00:00+00:00,1.0840108394622803,1.0851871967315674,1.0821340084075928,1.08236825466156,0
2023-05-17 19:00:00+00:00,1.0845986604690552,1.0848339796066284,1.0840108394622803,1.0840108394622803,0
2023-05-17 23:00:00+00:00,1.0849517583847046,1.0854227542877197,1.0837758779525757,1.0841283798217773,0
2023-05-18 03:00:00+00:00,1.0828369855880737,1.0851871967315674,1.0827198028564453,1.0849517583847046,0
2023-05-18 07:00:00+00:00,1.0818997621536255,1.0836584568023682,1.0808473825454712,1.0830715894699097,0
